Артикул;Название товара;Бренд;Остаток на складе;Оптовая цена;Розничная цена;Ссылка на сайте
AXI230029;Набор задней оптики Axial для кузова JEEP Gladitor JT (чёрный);Axial;4;784.00;980.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/prochee/jeep_jt_brake_light_lens_bucket/
AXIC1152;Набор деталей для сборки универсального лайтбара для моделей Axial;Axial;4;2776.00;3470.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/prochee/axic1152/
AXI206000;Клипса Axial для крепления кузова 3 мм;Axial;4;720.00;900.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/krepezhi/klipsy_1/3mm_body_clip_with_tab_black_10/
AXIC3165;Палец Axial 2.5x12 мм (AX30165);Axial;4;442.00;590.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/krepezhi/raznoe/pin_2_5x12mm_6/
AXIC1556;Набор хромированных деталей Axial для кузова 1967 Chevrolet C10 SCX10 (AX31556);Axial;4;1720.00;2150.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/kuzova_i_kraska/1967_chevrolet_c10_body_details_chrome_scx10/
AXIC4021;Детали кузова CRC JK (AX31574);Axial;4;1720.00;2150.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/kuzova_i_kraska/body_details_crc_jk/
AXI230016;Набор элементов интерьера кузова и декалей для модели Axial Jeep JLU: SCX10 III;Axial;4;2776.00;3470.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/kuzova_i_kraska/clear_interior_jeep_jlu_scx10_iii/
AXI03014T1;Модель для трофи Axial 1/10 SCX10 III Early Ford Bronco 4WD RTR (бирюзовый);Axial;4;57715.00;67900.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/trofi/axi03014t1/
AXI230031;Набор светодиодных фонарей Axial для оптики SCX10 III;Axial;4;1008.00;1260.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_i_aksessuary_1/led_light_set_white_red_scx10_iii/
DAL-T6045-green;Пропеллеры Dalprop T6045 зеленые (4 штуки);Dalprop;4;136.00;170.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/propellery/propellery_dalprop_t6045_zelenye_4_shtuki/
DUB246;Полуоси DuBro 1/8 x 1-1/4;DUBRO;4;501.00;910.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/detali_shassi/poluosi_dubro_1_8_x_1_1_4/
DUB852;Тяги DuBro микро 0.32 30 (2шт);DUBRO;4;365.00;670.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/kabanchiki_tyagi_petli/sistema_zapuska_dubro_mikro_0_32_30_2sht/
DUB595;Латунные дюра-ошейники DuBro 1/16;DUBRO;4;272.00;520.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/latunnye_dyura_osheyniki_dubro_1_16/
DUB577;Винты DuBro с цилиндрической головкой 8-32, длина 12,7мм;DUBRO;4;68.00;120.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/vinty_dubro_s_tsilindricheskoy_golovkoy_8_32_dlina_12_7mm/
DUB569;"Винты DuBro с цилиндрической головкой 4-40 x 1/4&quot;";DUBRO;4;68.00;120.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/vinty_dubro_s_tsilindricheskoy_golovkoy_4_40_x_1_4/
DUB560;Гайки DuBro 2-56;DUBRO;4;51.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/gayki_dubro_2_56/
DUB562;Гайки DuBro 6-32;DUBRO;4;59.00;110.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/gayki_dubro_6_32/
DUB557;"Кронштейн DuBro для регулируемой рулевой качалки (кабанчика) 3/32&quot;";DUBRO;4;85.00;150.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/kronshteyn_dubro_dlya_reguliruemoy_rulevoy_kachalki_kabanchika_3_32/
DUB3112;Гайки крепления DUBRO 4-40 (4шт);DUBRO;4;80.00;170.00;https://brrc.ru/catalog/materialy_i_instrumenty/krepezh/gayki_krepleniya_dubro_4_40_4sht/
DUB3111;Шайбы металлические DUBRO #8 (8шт);DUBRO;4;64.00;120.00;https://brrc.ru/catalog/materialy_i_instrumenty/krepezh/shayby_metallicheskie_dubro_8_8sht/
DYNT2110;Развертка для лексана Dynamite Tapered Body Reamer;Dynamite;4;1832.00;2290.00;https://brrc.ru/catalog/materialy_i_instrumenty/ruchnoy_instrument/razvertka_dlya_leksana_dynamite_tapered_body_reamer/
DYS-MR2205-CW;Бесколлекторный мотор DYS MR2205 CW правого вращения;DYS;4;1861.00;2190.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/elektronika/beskollektornyy_motor_dys_mr2205_cw_pravogo_vrashcheniya/
PRO1017114;"Покрышки 1/10 Class 0 BFG Krawler T/A KX G8 перед/зад 1.9&quot; для краулера (2шт.)";Proline;4;2507.00;2950.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/kolesa_shiny_i_diski_vstavki/kolesa_v_sbore_rezina_diski_vstavki_dlya_kraulerov_i_trofi_1_10/pro1017114/
PRO278100;"Колёсные диски 1/10 Rock Shooter алюминиевые перед/зад 1.9&quot; 12mm для краулера (2 шт.)";Proline;4;3867.00;4550.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/kolesa_shiny_i_diski_vstavki/kolesa_v_sbore_rezina_diski_vstavki_dlya_kraulerov_i_trofi_1_10/pro278100/
PRO279000;"Колёсные диски 1/10 Impulse алюминиевые перед/зад 1.9&quot; 12mm для краулера (2 шт.)";Proline;4;4547.00;5350.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/kolesa_shiny_i_diski_vstavki/kolesa_v_sbore_rezina_diski_vstavki_dlya_kraulerov_i_trofi_1_10/pro279000/
PRO279100;"Колёсные диски 1/10 Crestline алюминиевые перед/зад 1.9&quot; 12mm для краулера (2 шт.)";Proline;4;4547.00;5350.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/kolesa_shiny_i_diski_vstavki/kolesa_v_sbore_rezina_diski_vstavki_dlya_kraulerov_i_trofi_1_10/pro279100/
SCR-015;Винт титановый с круглой головкой 6 мм 5шт;SCR;4;68.00;80.00;https://brrc.ru/catalog/materialy_i_instrumenty/krepezh/vint_titanovyy_s_krugloy_golovkoy_6_mm_5sht/
TG3818-013;Детали башни (металл) для Taigen Tiger (поздняя версия);Taigen;4;178.00;210.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/tanki/zapchasti_tankov/detali_bashni_metall_dlya_taigen_tiger_pozdnyaya_versiya/
P-UNF-CA3;Наклейка на корпус PGYTECH (скин CA3) для DJI MAVIC AIR;PGYTECH;4;85.00;100.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/aksessuary_dji/drugoe/nakleyka_na_korpus_pgytech_skin_ca3_dlya_dji_mavic_air/
ARAC9366;Передние поворотные кулаки ARRMA 6S 2шт (AR330505);ARRMA;4;784.00;980.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/stupitsy_i_derzhateli_stupits/perednie_povorotnye_kulaki_arrma_6s_2sht_ar330505/
ARAC5046;С-Хаб ARRMA 4x4 775 BLX (AR330519);ARRMA;4;424.00;530.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/stupitsy_i_derzhateli_stupits/s_khab_arrma_4x4_775_blx_ar330519/
ARAC9472;Металлические хексы 14мм для моделей ARRMA BLX 4х4 (AR310871);ARRMA;4;520.00;650.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/kolesa_shiny_i_diski_vstavki/aksessuary_dlya_koles/arac9472/
DTXC1571;Подшипники Duratrax 6x12мм (10 шт.);Duratrax;4;1402.00;1650.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/podshipniki/dtxc1571/
DTXC3568;"Покрышка и колёсный диск перед/зад Lockup ST 2.8&quot; 12 мм 2WD (2шт.) (чёрные)";Duratrax;4;2539.00;3300.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/kolesa_shiny_i_diski_vstavki/kolesa_v_sbore_rezina_diski_vstavki_dlya_monstrov_i_traggi_1_10/dtxc3568/
875767;Плата для подключения инфракрасного датчика CJMCU-833 (8x8мм);;4;1020.00;1200.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/elektronika/plata_dlya_podklyucheniya_infrakrasnogo_datchika_cjmcu_833_8x8mm/
AXI230022;Набор элементов интерьера кузова для модели Jeep JLU: SCX10 III;Axial;4;1432.00;1790.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/kuzova_i_kraska/exterior_body_detail_parts_jeep_jlu_scx10_iii/
EACH-83787;Радиоуправляемый самолет Eachine Mini P-47 RTF (2 аккумулятора);Eachine;4;10965.00;12900.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/dlya_nachinayushchikh/samolet_eachine_mini_p_47/
C182-009;Кок для Cessna 182;Sonic Modell;4;312.00;390.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/koki/kok_dlya_cessna_182/
REM-P7111;Бампер (перед/зад) Remo Hobby: MOUNTAIN LION, BATMAN;Remo Hobby;3;187.00;290.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/bamper/bamper_pered_zad_remo_hobby_mountain_lion_batman/
Hi28653;Колеса в сборе (2шт) Himoto E18XT, E18XTL;Himoto;3;858.00;1290.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/kolesa_shiny_i_diski_vstavki/kolesa_v_sbore_rezina_diski_i_vstavki_1_18_i_1_24/kolesa_v_sbore_2sht_himoto_e18xt_e18xtl/
REM-A4009;Моторама Remo Hobby: MOUNTAIN LION, BATMAN;Remo Hobby;3;407.00;590.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/motoramy_1/motorama_remo_hobby_mountain_lion_batman/
08977POA5536849;Зарядное устройство для 4 аккумуляторов DJI Mavic 2, пульта и мобильного устройства (SunnyLife);DJI;3;4635.00;5150.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/aksessuary_dji/zaryadki_i_kabeli/zaryadnoe_ustroystvo_dlya_4_akkumulyatorov_dji_mavic_2_pulta_i_mobilnogo_ustroystva_sunnylife/
REM-P2518;Фиксаторы крепления кузова Remo Hobby: SMAX, DINGO, ROCKET;;3;30.00;40.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/kreplenie_i_zashchita_kuzova/fiksatory_krepleniya_kuzova_remo_hobby_smax_dingo_rocket/
HSP41033T;Шестерни Align G2, G5 сервомашинки DS410, металл;Align;3;127.00;150.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_k_servomashinkam/shesterni_g2_g5_servomashinki_ds410_metall/
H25038TA;Демпфер 75 Align, T-Rex 250;Align;3;102.00;120.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/prochee_1/dempfer_75_t_rex_250/
M424001XXT;Крепление мотора (4шт), Align M424;Align;3;42.00;50.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/zapchasti_dlya_kvadrokopterov_align/zapchasti_dlya_m424/kreplenie_motora_4sht_align_m424/
HN7034AAT;Качалка элерона Align, черная, CNC, T-Rex 700N;Align;3;238.00;280.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/kachalka_elerona_chernaya_cnc_t_rex_700n/
HN7077T;Болт крепления кузова Align, CNC, T-Rex 700 Nitro Pro/700E;Align;3;170.00;200.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/prochee_1/bolt_krepleniya_kuzova_cnc_t_rex_700_nitro_pro_700e/
BG78002-4T;Световая полоска Align (BG78002-4T), зеленая;Align;3;136.00;160.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_i_aksessuary_1/svetovaya_poloska_align_bg78002_4t_zelenaya/
SPMSA2020;Сервомашинка цифровая нано Spektrum A2020 Nanolite Servo;Spektrum;3;1351.00;1590.00;https://brrc.ru/catalog/apparatura_i_elektronika/servomashinki/servomashinka_tsifrovaya_nano_spektrum_a2020_nanolite_servo/
EFLH1439;Рама основная Blade, B400;Blade;3;236.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_ramy/rama_osnovnaya_b400/
EFLH1001;Тапочек основных лопастей Blade, B400;Blade;3;110.00;70.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/prochee_1/tapochek_osnovnykh_lopastey_b400/
H50006T;Хаб основного ротора Align, T-Rex 500;Align;3;399.00;470.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_golovki_osnovnogo_rotora/khab_osnovnogo_rotora_t_rex_500/
H25037AT;Резинки противоскольжения Align, T-Rex 250;Align;3;68.00;80.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/prochee_1/rezinki_protivoskolzheniya_t_rex_250/
HSP75001T;Шестерни Align G1, G2, G3, G4 сервомашинки BL750H металл;Align;3;127.00;150.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_k_servomashinkam/shesterni_g1_g2_g3_g4_servomashinki_bl750h_metall/
BLH7809;Блок LED-индикации задний Blade: 350 QX;Blade;3;68.00;80.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/zapchasti_dlya_kvadrokopterov_blade/zapchasti_dlya_350_qx_chroma/blok_led_indikatsii_zadniy_blade_350_qx/
BLH3108;Тяги управления автоматом перекоса вертолета Blade (2шт), 120SR;Blade;3;59.00;70.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/tyagi_kachalki_sharniry_rychagi/tyagi_upravleniya_avtomatom_perekosa_vertoleta_2sht_120sr/
H50024T;Верхние качалки SF Align (качалки сервооси), Т-Rex 500;Align;3;212.00;250.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/verkhnie_kachalki_sf_kachalki_servoosi_t_rex_500/
HN7098T;Блок для настройки шагов Align, T-Rex 700 3G;Align;3;153.00;180.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/blok_dlya_nastroyki_shagov_t_rex_700_3g/
H50051T;Алюминевый болт, шестигранная головка, T-Rex 500;Align;3;170.00;200.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/prochee_1/alyuminevyy_bolt_shestigrannaya_golovka_t_rex_500/
H50058T;Наклейки на серволопатки Align, T-Rex 500;Align;3;34.00;40.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/prochee_1/nakleyki_na_servolopatki_t_rex_500/
HN6083T;Фитинг (набор) для топливного бака Align, T-Rex 600N;Align;3;221.00;260.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/toplivnye_baki/fiting_nabor_dlya_toplivnogo_baka_t_rex_600n/
EFLH1462;Крепление стабилизатора Blade: 400;Blade;3;99.00;60.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/kreplenie_stabilizatora_blade_400/
EFLH1149;Сервоось (2 штуки) Blade: CP, CPP;Blade;3;110.00;50.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/servoos_2_shtuki_blade_cp_cpp/
H25053T;Площадка крепления гироскопа Align, T-Rex 250;Align;3;85.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_ramy/ploshchadka_krepleniya_giroskopa_t_rex_250/
HN6057T-1;Рама основная Align 2 мм (Правая половина), стеклопластик, T-Rex 600N;Align;3;289.00;340.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_ramy/rama_osnovnaya_2_mm_pravaya_polovina_stekloplastik_t_rex_600n/
H50068T;Резиновые упоры для кузова Align, T-Rex 500;Align;3;153.00;180.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/prochee_1/rezinovye_upory_dlya_kuzova_t_rex_500/
H25027T;Втулка хвостового слайдера Align, T-Rex 250;Align;3;93.00;110.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_khvostovogo_rotora/vtulka_khvostovogo_slaydera_t_rex_250/
EFLH1432;Тяга рычагов питчкомпенсатора Blade, B400;Blade;3;48.00;40.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/tyagi_kachalki_sharniry_rychagi/tyaga_rychagov_pitchkompensatora_b400/
SPMA9586;Акселерометр трехосевой до 40G Spektrum для модуля телеметрии;Spektrum;3;510.00;600.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_i_aksessuary_1/akselerometr_trekhosevoy_do_40g_spektrum_dlya_modulya_telemetrii/
HS1232T;Прокладки для стойки автомата перекоса, Align T-Rex 450;Align;3;42.00;50.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/avtomaty_perekosa/prokladki_dlya_stoyki_avtomata_perekosa_align_t_rex_450/
H45019TA;Рамка серволопаток Align, T-Rex 450 Pro;Align;3;85.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/ramka_servolopatok_t_rex_450_pro/
H60024T;Рычаг элеватора Align, T-Rex 600E, 600N;Align;3;85.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/rychag_elevatora_t_rex_600e_600n/
BLH3113;Вал промежуточный Blade, 120SR;Blade;3;34.00;40.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/valy/val_promezhutochnyy_120sr/
BLH3709;Вал основного ротора карбоновый Blade: 130 X;Blade;3;255.00;300.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/valy/val_osnovnogo_rotora_karbonovyy_blade_130_x/
6958265109799;Крепление для установки фильтров или линз для DJI Phantom 2 Vision;DJI;3;170.00;200.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/zapchasti_dji/zapchasti_dlya_phantom_2/kreplenie_dlya_ustanovki_filtrov_ili_linz_dlya_dji_phantom_2_vision/
ECX3021;Штоки задних амортизаторов (2 штуки) ECX: Boost;ECX;3;59.00;70.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/amortizatory/shtoki_zadnikh_amortizatorov_2_shtuki_ecx_boost/
ECX3020;Штоки передних амортизаторов (2 штуки) ECX: Boost;ECX;3;59.00;70.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/amortizatory/shtoki_perednikh_amortizatorov_2_shtuki_ecx_boost/
ECX1039;Штоки передних амортизаторов (2 штуки) ECX: Circuit, Ruckus, Torment;ECX;3;241.00;274.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/amortizatory/shtoki_perednikh_amortizatorov_2_shtuki_ecx_circuit_ruckus_torment/
ECX3019;Корпус амортизатора (4 штуки) ECX: Boost;ECX;3;59.00;70.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/amortizatory/korpus_amortizatora_4_shtuki_ecx_boost/
ECX1036;Корпус амортизатора (4 штуки) ECX: Circuit, Ruckus, Torment;ECX;3;241.00;274.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/amortizatory/korpus_amortizatora_4_shtuki_ecx_circuit_ruckus_torment/
ECX1041;Пружины передних амортизаторов ECX: Circuit, Ruckus, Torment;ECX;3;202.00;230.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/pruzhiny/pruzhiny_perednikh_amortizatorov_ecx_circuit_ruckus_torment/
Hi31036;Держатель аккумулятора Himoto E10;Himoto;3;68.00;80.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/batareynyy_otsek/derzhatel_akkumulyatora_himoto_e10/
H50T001XXT;Вставки для хвостовых лопастей, Align T-Rex 500;Align;3;102.00;120.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/lopasti/vstavki_dlya_khvostovykh_lopastey_align_t_rex_500/
H11013T;Киль, T-Rex 100;Align;3;51.00;60.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/kil_t_rex_100/
H11025AT;Набор Upgrade с металом Align, T-Rex 100;Align;3;612.00;720.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/prochee_1/nabor_upgrade_s_metalom_t_rex_100/
EFLM1300;Бесколлекторный электродвигатель E-Flite Park 400 BL Outrunner Motor 740Kv;E-Flite;3;4071.00;4790.00;https://brrc.ru/catalog/dvigateli/elektro_beskollektornye/beskollektornyy_elektrodvigatel_e_flite_park_400_bl_outrunner_motor_740kv/
H45114T;Блок для настройки шагов вертолета 450FL Align, серебристый, T-Rex 450;Align;3;255.00;300.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/blok_dlya_nastroyki_shagov_vertoleta_450fl_serebristyy_t_rex_450/
BLH3110;Фиксатор тяг управления основного ротора Blade, 120SR;Blade;3;42.00;50.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/tyagi_kachalki_sharniry_rychagi/fiksator_tyag_upravleniya_osnovnogo_rotora_120sr/
BLH1624;Детали рамы флайбара (сервооси) Blade: 450 3D;Blade;3;212.00;250.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/detali_ramy_flaybara_servoosi_blade_450_3d/
Hi31037;Оси нижнего рычага (2шт) Himoto E10;Himoto;3;34.00;40.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/rychagi_i_rulevoe_upravlenie/osi_nizhnego_rychaga_2sht_himoto_e10/
Hi31051;Винты M3x6 (6шт) Himoto E10;Himoto;3;85.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/krepezhi/vinty/vinty_m3x6_6sht_himoto_e10/
HQ0373AT;Хвостовые лопасти 37 мм, пластик (белые), Align T-Rex 250;Align;3;85.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/lopasti/khvostovye_lopasti_37_mm_plastik_belye_align_t_rex_250/
DYS-XT30453-V2;Пропеллеры DYS XT3x4.5 CW/CCW (пара) для моторов BE1104 XT30453-V2;;3;49.00;70.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/propellery/propellery_dys_xt3x4_5_cw_ccw_para_dlya_motorov_be1104_xt30453_v2/
LOS243013;Набор для сборки двух амортизаторов (LMT);;3;3918.00;4610.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/amortizatory/los243013/
ARA320548;Элементы бампера передний/задний для ARRMA BLX;;3;1252.00;1670.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/bamper/ara320548/
AXIC0038;Детали экстерьера Axial (AX80038);;3;1028.00;1370.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/prochee/detali_eksterera_axial_ax80038/
AXIC0048;Детали экстерьера Axial (AX80048) Хром;;3;1260.00;1680.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/prochee/detali_eksterera_axial_ax80048_khrom/
AXIC0013;Винты Axial 2х6мм (AXA013);;3;240.00;320.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/krepezhi/vinty/vinty_axial_2kh6mm_axa013/
SPMYHJST3UL;Y-разветвитель кабеля JST Spektrum 7,5 см ультра легкий;;3;272.00;320.00;https://brrc.ru/catalog/apparatura_i_elektronika/kabeli_provoda/y_razvetvitel_kabelya_jst_spektrum_7_5_sm_ultra_legkiy/
SCR-carbon1.0(250x200);Карбоновый лист Type-C 250х200 мм (толщина 1.0 мм);;3;880.00;1100.00;https://brrc.ru/catalog/materialy_i_instrumenty/karbon/karbonovyy_list_type_c_250kh200_mm_tolshchina_1_0_mm/
LOSB2008;Вставки амортизаторов (верхние) Losi: HighRoller, Slider, Strike;Losi;3;59.00;70.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/amortizatory/vstavki_amortizatorov_verkhnie_losi_highroller_slider_strike/
LOSB1298;Штоки амортизаторов (задние) (2 шт.) Losi: Mini-Desert Truck, Mini High Roller, 1/16 SCT;Losi;3;51.00;60.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/amortizatory/shtoki_amortizatorov_zadnie_2_sht_losi_mini_desert_truck_mini_high_roller_1_16_sct/
LOSB1041;Шпильки подвески (набор) Losi: Mini-T, Mini-DT, Mini-SCT;Losi;3;102.00;120.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/rychagi_i_rulevoe_upravlenie/shpilki_podveski_nabor_losi_mini_t_mini_dt_mini_sct/
LOSA1030;Кулаки поворотные с держателями (2шт) Losi: CCR;Losi;3;463.00;526.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/rychagi_i_rulevoe_upravlenie/kulaki_povorotnye_s_derzhatelyami_2sht_losi_ccr/
LOSA1034;Кронштейн подвески нижний с осью Losi: CCR;Losi;3;295.00;335.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/rychagi_i_rulevoe_upravlenie/kronshteyn_podveski_nizhniy_s_osyu_losi_ccr/
